job_id,scraped_job_title,recruiter_name,job_location_text,full_job_description,extracted_clues,potential_companies,analysis_summary,top_company,top_confidence
,,,,,"{""error"": ""Error code: 404 - {'error': {'message': 'The model `o1-preview` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'param': None, 'code': 'model_not_found'}}"", ""location_clues"": {}, ""sector_clues"": {}, ""machinery_clues"": [], ""software_clues"": [], ""standards_clues"": [], ""salary_benefits_clues"": {}, ""role_clues"": {}, ""org_clues"": [], ""narrative_clues"": [], ""work_environment_clues"": [], ""customer_market_clues"": [], ""travel_clues"": [], ""unique_differentiators"": [], ""summary_narrative"": ""Error extracting clues""}",[],"Error: Error code: 404 - {'error': {'message': 'The model `o1-preview` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'param': None, 'code': 'model_not_found'}}",,0.0
,,,,,"{""error"": ""Error code: 404 - {'error': {'message': 'The model `o1-preview` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'param': None, 'code': 'model_not_found'}}"", ""location_clues"": {}, ""sector_clues"": {}, ""machinery_clues"": [], ""software_clues"": [], ""standards_clues"": [], ""salary_benefits_clues"": {}, ""role_clues"": {}, ""org_clues"": [], ""narrative_clues"": [], ""work_environment_clues"": [], ""customer_market_clues"": [], ""travel_clues"": [], ""unique_differentiators"": [], ""summary_narrative"": ""Error extracting clues""}",[],"Error: Error code: 404 - {'error': {'message': 'The model `o1-preview` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'param': None, 'code': 'model_not_found'}}",,0.0
5b4c648d-e90a-4a82-b809-925fa88c73da,Senior Construction Manager,Resourcing Solutions Limited,Hampshire,"The position you are looking for Senior Construction Manager in Hampshire is no longer available, but here are some jobs that might interest you","{""error"": ""Error code: 404 - {'error': {'message': 'The model `o1-preview` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'param': None, 'code': 'model_not_found'}}"", ""location_clues"": {}, ""sector_clues"": {}, ""machinery_clues"": [], ""software_clues"": [], ""standards_clues"": [], ""salary_benefits_clues"": {}, ""role_clues"": {}, ""org_clues"": [], ""narrative_clues"": [], ""work_environment_clues"": [], ""customer_market_clues"": [], ""travel_clues"": [], ""unique_differentiators"": [], ""summary_narrative"": ""Error extracting clues""}",[],"Error: Error code: 404 - {'error': {'message': 'The model `o1-preview` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'param': None, 'code': 'model_not_found'}}",,0.0
dcf007e0-6b81-4527-9bea-30777ee765fb,Customer Support Representative,Kemp Recruitment Ltd,Gatley,,"{""error"": ""Error code: 404 - {'error': {'message': 'The model `o1-preview` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'param': None, 'code': 'model_not_found'}}"", ""location_clues"": {}, ""sector_clues"": {}, ""machinery_clues"": [], ""software_clues"": [], ""standards_clues"": [], ""salary_benefits_clues"": {}, ""role_clues"": {}, ""org_clues"": [], ""narrative_clues"": [], ""work_environment_clues"": [], ""customer_market_clues"": [], ""travel_clues"": [], ""unique_differentiators"": [], ""summary_narrative"": ""Error extracting clues""}",[],"Error: Error code: 404 - {'error': {'message': 'The model `o1-preview` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'param': None, 'code': 'model_not_found'}}",,0.0
77e51356-7ebd-466d-819c-2573e6262e63,Primary Tutor,,Grimsby,"The position you are looking for Primary Tutor in Grimsby is no longer available, but here are some jobs that might interest you","{""error"": ""Error code: 404 - {'error': {'message': 'The model `o1-preview` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'param': None, 'code': 'model_not_found'}}"", ""location_clues"": {}, ""sector_clues"": {}, ""machinery_clues"": [], ""software_clues"": [], ""standards_clues"": [], ""salary_benefits_clues"": {}, ""role_clues"": {}, ""org_clues"": [], ""narrative_clues"": [], ""work_environment_clues"": [], ""customer_market_clues"": [], ""travel_clues"": [], ""unique_differentiators"": [], ""summary_narrative"": ""Error extracting clues""}",[],"Error: Error code: 404 - {'error': {'message': 'The model `o1-preview` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'param': None, 'code': 'model_not_found'}}",,0.0
,,,,,"{""error"": ""Error code: 404 - {'error': {'message': 'The model `o1-preview` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'param': None, 'code': 'model_not_found'}}"", ""location_clues"": {}, ""sector_clues"": {}, ""machinery_clues"": [], ""software_clues"": [], ""standards_clues"": [], ""salary_benefits_clues"": {}, ""role_clues"": {}, ""org_clues"": [], ""narrative_clues"": [], ""work_environment_clues"": [], ""customer_market_clues"": [], ""travel_clues"": [], ""unique_differentiators"": [], ""summary_narrative"": ""Error extracting clues""}",[],"Error: Error code: 404 - {'error': {'message': 'The model `o1-preview` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'param': None, 'code': 'model_not_found'}}",,0.0
,,,,,"{""error"": ""Error code: 404 - {'error': {'message': 'The model `o1-preview` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'param': None, 'code': 'model_not_found'}}"", ""location_clues"": {}, ""sector_clues"": {}, ""machinery_clues"": [], ""software_clues"": [], ""standards_clues"": [], ""salary_benefits_clues"": {}, ""role_clues"": {}, ""org_clues"": [], ""narrative_clues"": [], ""work_environment_clues"": [], ""customer_market_clues"": [], ""travel_clues"": [], ""unique_differentiators"": [], ""summary_narrative"": ""Error extracting clues""}",[],"Error: Error code: 404 - {'error': {'message': 'The model `o1-preview` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'param': None, 'code': 'model_not_found'}}",,0.0
a7f66f02-410c-4060-9d77-256436d2e714,Mobile Plant Fitter,Kemp Recruitment Ltd,Warwick,,"{""error"": ""Error code: 404 - {'error': {'message': 'The model `o1-preview` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'param': None, 'code': 'model_not_found'}}"", ""location_clues"": {}, ""sector_clues"": {}, ""machinery_clues"": [], ""software_clues"": [], ""standards_clues"": [], ""salary_benefits_clues"": {}, ""role_clues"": {}, ""org_clues"": [], ""narrative_clues"": [], ""work_environment_clues"": [], ""customer_market_clues"": [], ""travel_clues"": [], ""unique_differentiators"": [], ""summary_narrative"": ""Error extracting clues""}",[],"Error: Error code: 404 - {'error': {'message': 'The model `o1-preview` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'param': None, 'code': 'model_not_found'}}",,0.0
7ed333c9-ec37-48ed-941d-8bf9355c837f,Automotive Parts Warehouse Operative,Kemp Recruitment Ltd,Stone,"The position you are looking for Automotive Parts Warehouse Operative in Stone is no longer available, but here are some jobs that might interest you. Similar jobs No Job Matches Sorry there are no jobs matching to your criteria.","{""error"": ""Error code: 404 - {'error': {'message': 'The model `o1-preview` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'param': None, 'code': 'model_not_found'}}"", ""location_clues"": {}, ""sector_clues"": {}, ""machinery_clues"": [], ""software_clues"": [], ""standards_clues"": [], ""salary_benefits_clues"": {}, ""role_clues"": {}, ""org_clues"": [], ""narrative_clues"": [], ""work_environment_clues"": [], ""customer_market_clues"": [], ""travel_clues"": [], ""unique_differentiators"": [], ""summary_narrative"": ""Error extracting clues""}",[],"Error: Error code: 404 - {'error': {'message': 'The model `o1-preview` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'param': None, 'code': 'model_not_found'}}",,0.0
62943bdd-6e03-4c88-9684-7fa483c2f4ec,Sales Executive,Kemp Recruitment Ltd,Gatley,,"{""error"": ""Error code: 404 - {'error': {'message': 'The model `o1-preview` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'param': None, 'code': 'model_not_found'}}"", ""location_clues"": {}, ""sector_clues"": {}, ""machinery_clues"": [], ""software_clues"": [], ""standards_clues"": [], ""salary_benefits_clues"": {}, ""role_clues"": {}, ""org_clues"": [], ""narrative_clues"": [], ""work_environment_clues"": [], ""customer_market_clues"": [], ""travel_clues"": [], ""unique_differentiators"": [], ""summary_narrative"": ""Error extracting clues""}",[],"Error: Error code: 404 - {'error': {'message': 'The model `o1-preview` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'param': None, 'code': 'model_not_found'}}",,0.0
0f36da0c-bca1-415a-b7ad-966d2960e708,Depot Based Plant Engineer,Kemp Recruitment Ltd,Exeter,The position you are looking for Depot Based Plant Engineer in Exeter is no longer available.,"{""error"": ""Error code: 404 - {'error': {'message': 'The model `o1-preview` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'param': None, 'code': 'model_not_found'}}"", ""location_clues"": {}, ""sector_clues"": {}, ""machinery_clues"": [], ""software_clues"": [], ""standards_clues"": [], ""salary_benefits_clues"": {}, ""role_clues"": {}, ""org_clues"": [], ""narrative_clues"": [], ""work_environment_clues"": [], ""customer_market_clues"": [], ""travel_clues"": [], ""unique_differentiators"": [], ""summary_narrative"": ""Error extracting clues""}",[],"Error: Error code: 404 - {'error': {'message': 'The model `o1-preview` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'param': None, 'code': 'model_not_found'}}",,0.0
f42efd32-ac40-447b-bf24-c2d356ed77f9,KS2 Primary Teacher,Class Education,"SG5, Ickleford, Hertfordshire","The position you are looking for KS2 Primary Teacher in SG5, Ickleford, Hertfordshire is no longer available, but here are some jobs that might interest you","{""error"": ""Error code: 404 - {'error': {'message': 'The model `o1-preview` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'param': None, 'code': 'model_not_found'}}"", ""location_clues"": {}, ""sector_clues"": {}, ""machinery_clues"": [], ""software_clues"": [], ""standards_clues"": [], ""salary_benefits_clues"": {}, ""role_clues"": {}, ""org_clues"": [], ""narrative_clues"": [], ""work_environment_clues"": [], ""customer_market_clues"": [], ""travel_clues"": [], ""unique_differentiators"": [], ""summary_narrative"": ""Error extracting clues""}",[],"Error: Error code: 404 - {'error': {'message': 'The model `o1-preview` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'param': None, 'code': 'model_not_found'}}",,0.0
,,,,,"{""error"": ""Error code: 404 - {'error': {'message': 'The model `o1-preview` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'param': None, 'code': 'model_not_found'}}"", ""location_clues"": {}, ""sector_clues"": {}, ""machinery_clues"": [], ""software_clues"": [], ""standards_clues"": [], ""salary_benefits_clues"": {}, ""role_clues"": {}, ""org_clues"": [], ""narrative_clues"": [], ""work_environment_clues"": [], ""customer_market_clues"": [], ""travel_clues"": [], ""unique_differentiators"": [], ""summary_narrative"": ""Error extracting clues""}",[],"Error: Error code: 404 - {'error': {'message': 'The model `o1-preview` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'param': None, 'code': 'model_not_found'}}",,0.0
,,,,,"{""error"": ""Error code: 404 - {'error': {'message': 'The model `o1-preview` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'param': None, 'code': 'model_not_found'}}"", ""location_clues"": {}, ""sector_clues"": {}, ""machinery_clues"": [], ""software_clues"": [], ""standards_clues"": [], ""salary_benefits_clues"": {}, ""role_clues"": {}, ""org_clues"": [], ""narrative_clues"": [], ""work_environment_clues"": [], ""customer_market_clues"": [], ""travel_clues"": [], ""unique_differentiators"": [], ""summary_narrative"": ""Error extracting clues""}",[],"Error: Error code: 404 - {'error': {'message': 'The model `o1-preview` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'param': None, 'code': 'model_not_found'}}",,0.0
c70008f9-484a-4a00-ba07-90b7db69cf1d,Account Manager,,Harpenden,,"{""error"": ""Error code: 404 - {'error': {'message': 'The model `o1-preview` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'param': None, 'code': 'model_not_found'}}"", ""location_clues"": {}, ""sector_clues"": {}, ""machinery_clues"": [], ""software_clues"": [], ""standards_clues"": [], ""salary_benefits_clues"": {}, ""role_clues"": {}, ""org_clues"": [], ""narrative_clues"": [], ""work_environment_clues"": [], ""customer_market_clues"": [], ""travel_clues"": [], ""unique_differentiators"": [], ""summary_narrative"": ""Error extracting clues""}",[],"Error: Error code: 404 - {'error': {'message': 'The model `o1-preview` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'param': None, 'code': 'model_not_found'}}",,0.0
,,,,,"{""error"": ""Error code: 404 - {'error': {'message': 'The model `o1-preview` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'param': None, 'code': 'model_not_found'}}"", ""location_clues"": {}, ""sector_clues"": {}, ""machinery_clues"": [], ""software_clues"": [], ""standards_clues"": [], ""salary_benefits_clues"": {}, ""role_clues"": {}, ""org_clues"": [], ""narrative_clues"": [], ""work_environment_clues"": [], ""customer_market_clues"": [], ""travel_clues"": [], ""unique_differentiators"": [], ""summary_narrative"": ""Error extracting clues""}",[],"Error: Error code: 404 - {'error': {'message': 'The model `o1-preview` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'param': None, 'code': 'model_not_found'}}",,0.0
5c85f5cb-b08f-4963-8c34-0e4f74dba102,Mechanical Design Engineer,1st Step,"Northampton, Northamptonshire","1st Step Solutions are proud to be supporting one of our longstanding clients with an exciting opportunity for an experienced Mechanical Design Engineer within the Mechanical & Electrical (M&E) industry.  Company Overview:  Our client is a leading building services engineering contractor with a long-standing reputation for delivering high-quality projects across the UK. Specialising in large scale residential, student accommodation and hotel projects.   Role Overview:  They are seeking a talented and motivated Mechanical Design Engineer to join their team. You will be responsible for the mechanical design of building services for residential and mixed-use developments from concept through to completion, ensuring compliance with all relevant standards and delivering high-quality, cost-effective solutions.  Key Responsibilities:  * Develop detailed mechanical designs (HVAC, domestic services, LTHW systems, etc.) for residential and mixed-use developments.  * Collaborate with project managers, architects, electrical engineers, and contractors to ensure seamless integration of services.  * Produce technical drawings, specifications, and schedules using AutoCAD, Revit, and other design tools.  * Carry out heat loss/gain calculations, pipe sizing, ventilation design, and system selection in line with project requirements and current regulations.  * Attend design and coordination meetings with clients, consultants, and other stakeholders.  * Review and comment on sub-contractor and supplier drawings and specifications.  * Support the pre-construction and estimation teams with technical input and feasibility studies.  * Ensure designs meet current regulations, British Standards, and industry best practices.  * Support the site delivery teams with technical assistance during installation and commissioning phases.  Skills & Experience:  Essential:  * Degree or HND/HNC in Mechanical Engineering or Building Services Engineering.  * Minimum 2-5 years of mechanical design experience in the building services industry.  * Proficient in design software such as AutoCAD, Revit MEP, Hevacomp, and IES or similar.  * Good understanding of relevant standards (CIBSE, Building Regulations, etc.).  * Experience in residential or high-rise building projects.  * Excellent communication and coordination skills.  * Ability to manage multiple projects and meet deadlines.  Benefits:  * Competitive salary  * Company car/allowance/fuel card  * 25 days of annual leave plus bank holidays  * Private healthcare and life insurance coverage  * Excellent Pension scheme with employer contribution","{""error"": ""Error code: 404 - {'error': {'message': 'The model `o1-preview` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'param': None, 'code': 'model_not_found'}}"", ""location_clues"": {}, ""sector_clues"": {}, ""machinery_clues"": [], ""software_clues"": [], ""standards_clues"": [], ""salary_benefits_clues"": {}, ""role_clues"": {}, ""org_clues"": [], ""narrative_clues"": [], ""work_environment_clues"": [], ""customer_market_clues"": [], ""travel_clues"": [], ""unique_differentiators"": [], ""summary_narrative"": ""Error extracting clues""}",[],"Error: Error code: 404 - {'error': {'message': 'The model `o1-preview` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'param': None, 'code': 'model_not_found'}}",,0.0
,,,,,"{""error"": ""Error code: 404 - {'error': {'message': 'The model `o1-preview` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'param': None, 'code': 'model_not_found'}}"", ""location_clues"": {}, ""sector_clues"": {}, ""machinery_clues"": [], ""software_clues"": [], ""standards_clues"": [], ""salary_benefits_clues"": {}, ""role_clues"": {}, ""org_clues"": [], ""narrative_clues"": [], ""work_environment_clues"": [], ""customer_market_clues"": [], ""travel_clues"": [], ""unique_differentiators"": [], ""summary_narrative"": ""Error extracting clues""}",[],"Error: Error code: 404 - {'error': {'message': 'The model `o1-preview` does not exist or you do not have access to it.', 'type': 'invalid_request_error', 'param': None, 'code': 'model_not_found'}}",,0.0
